policy_id,policy_text,intent,protocol,port,source_ip,dest_ip,source_zone,destination_zone,direction,time_constraint,exception_logic,priority,asset_sensitivity,exposure_type,risk_label,firewall_rule,source
M1_007,Allow DNS queries on port 53 from internal network,allow,udp,53,192.168.0.0/16,192.168.1.1,internal,internal,inbound,,,16,low,internal,low,iptables -A INPUT -p udp -s 192.168.0.0/16 -d 192.168.1.1 --dport 53 -j ACCEPT,m1
M1_008,Block ICMP ping requests from unknown sources,deny,icmp,,0.0.0.0/0,any,external,external,inbound,,,17,low,public,low,iptables -A INPUT -p icmp -s 0.0.0.0/0 -j DROP,m1
M1_009,Allow SMTP mail traffic on port 25 to mail server,allow,tcp,25,any,192.168.1.20,external,internal,inbound,,,18,medium,public,medium,iptables -A INPUT -p tcp -d 192.168.1.20 --dport 25 -j ACCEPT,m1
M1_010,Deny all traffic from IP 203.0.113.50 permanently,deny,any,,203.0.113.50,any,external,external,inbound,,,19,low,public,low,iptables -A INPUT -s 203.0.113.50 -j DROP,m1
M1_011,Allow database access on port 3306 from app server only,allow,tcp,3306,192.168.1.30,192.168.1.40,internal,internal,inbound,,,20,high,internal,medium,iptables -A INPUT -p tcp -s 192.168.1.30 -d 192.168.1.40 --dport 3306 -j ACCEPT,m1
M1_012,Block all traffic on port 3306 from external networks,deny,tcp,3306,0.0.0.0/0,any,external,external,inbound,,,21,high,public,low,iptables -A INPUT -p tcp -s 0.0.0.0/0 --dport 3306 -j DROP,m1
M1_013,Allow RDP on port 3389 from VPN subnet 172.16.0.0/12,allow,tcp,3389,172.16.0.0/12,any,internal,external,inbound,,,22,high,public,medium,iptables -A INPUT -p tcp -s 172.16.0.0/12 --dport 3389 -j ACCEPT,m1
M1_014,Deny all RDP connections from public internet on port 3389,deny,tcp,3389,0.0.0.0/0,any,external,external,inbound,,,23,high,public,low,iptables -A INPUT -p tcp -s 0.0.0.0/0 --dport 3389 -j DROP,m1
M1_015,Allow outbound HTTPS from internal network to internet,allow,tcp,443,192.168.0.0/16,0.0.0.0/0,internal,external,outbound,,,24,medium,public,low,iptables -A OUTPUT -p tcp -s 192.168.0.0/16 -d 0.0.0.0/0 --dport 443 -j ACCEPT,m1
M1_016,Block outbound traffic to IP range 185.220.0.0/16,deny,any,,any,185.220.0.0/16,external,dmz,outbound,,,25,low,public,low,iptables -A OUTPUT -d 185.220.0.0/16 -j DROP,m1
M1_017,Allow NTP time synchronization on port 123 UDP,allow,udp,123,192.168.0.0/16,any,internal,external,outbound,,,26,low,public,low,iptables -A OUTPUT -p udp -s 192.168.0.0/16 --dport 123 -j ACCEPT,m1
M1_018,Deny all UDP traffic from external network except DNS,deny,udp,any,0.0.0.0/0,any,external,external,inbound,,port 53,27,low,public,low,iptables -A INPUT -p udp -s 0.0.0.0/0 -j DROP,m1
M1_019,Allow LDAP traffic on port 389 from internal domain only,allow,tcp,389,10.0.0.0/8,192.168.1.50,internal,internal,inbound,,,28,high,restricted,medium,iptables -A INPUT -p tcp -s 10.0.0.0/8 -d 192.168.1.50 --dport 389 -j ACCEPT,m1
M1_020,Block SMB traffic on port 445 from all external sources,deny,tcp,445,0.0.0.0/0,any,external,external,inbound,,,29,high,public,low,iptables -A INPUT -p tcp -s 0.0.0.0/0 --dport 445 -j DROP,m1
M1_021,Allow SNMP queries on port 161 from monitoring server only,allow,udp,161,192.168.1.60,any,internal,external,inbound,,,30,low,public,low,iptables -A INPUT -p udp -s 192.168.1.60 --dport 161 -j ACCEPT,m1
M1_022,Deny all traffic on port 6667 IRC protocol from internet,deny,tcp,6667,0.0.0.0/0,any,external,external,inbound,,,31,low,public,low,iptables -A INPUT -p tcp -s 0.0.0.0/0 --dport 6667 -j DROP,m1
M1_023,Allow VPN traffic on port 1194 UDP from remote workers,allow,udp,1194,any,192.168.1.70,external,internal,inbound,,,32,medium,public,medium,iptables -A INPUT -p udp -d 192.168.1.70 --dport 1194 -j ACCEPT,m1
M1_024,Block all traffic from known botnet IP 198.51.100.25,deny,any,,198.51.100.25,any,external,external,inbound,,,33,low,public,low,iptables -A INPUT -s 198.51.100.25 -j DROP,m1
M1_025,Allow IMAP email on port 993 from trusted clients,allow,tcp,993,192.168.0.0/16,192.168.1.20,internal,internal,inbound,,,34,medium,internal,low,iptables -A INPUT -p tcp -s 192.168.0.0/16 -d 192.168.1.20 --dport 993 -j ACCEPT,m1
M1_026,Deny all inbound traffic by default,deny,any,,any,any,external,external,inbound,,,35,low,public,low,iptables -A INPUT -j DROP,m1
M1_027,Allow established and related connections through firewall,allow,tcp,any,any,any,external,external,inbound,,,36,low,public,medium,iptables -A INPUT -p tcp -j ACCEPT,m1
M1_028,Block traffic from China IP ranges to sensitive servers,deny,any,,1.180.0.0/13,192.168.1.40,external,internal,inbound,,,37,low,internal,low,iptables -A INPUT -s 1.180.0.0/13 -d 192.168.1.40 -j DROP,m1
M1_029,Allow Redis on port 6379 from application servers only,allow,tcp,6379,192.168.1.30,192.168.1.80,internal,internal,inbound,,,38,high,internal,medium,iptables -A INPUT -p tcp -s 192.168.1.30 -d 192.168.1.80 --dport 6379 -j ACCEPT,m1
M1_030,Deny Elasticsearch access on port 9200 from public internet,deny,tcp,9200,0.0.0.0/0,any,external,external,inbound,,,39,high,public,low,iptables -A INPUT -p tcp -s 0.0.0.0/0 --dport 9200 -j DROP,m1
M1_031,Allow backup traffic on port 9090 during maintenance window only between 02:00 and 04:00,allow,tcp,9090,192.168.1.90,192.168.1.100,internal,internal,inbound,02:00-04:00,,40,low,internal,low,iptables -A INPUT -p tcp -s 192.168.1.90 -d 192.168.1.100 --dport 9090 -j ACCEPT,m1
M1_032,Block all admin panel access on port 8080 outside business hours 09:00 to 18:00,deny,tcp,8080,any,192.168.1.10,external,internal,inbound,!09:00-18:00,,41,medium,public,low,iptables -A INPUT -p tcp -d 192.168.1.10 --dport 8080 -j DROP,m1
M1_033,Allow database sync on port 5432 only between midnight and 06:00,allow,tcp,5432,192.168.1.110,192.168.1.40,internal,internal,inbound,00:00-06:00,,42,high,internal,medium,iptables -A INPUT -p tcp -s 192.168.1.110 -d 192.168.1.40 --dport 5432 -j ACCEPT,m1
M1_034,Deny all external SSH access after 22:00 and before 06:00,deny,tcp,22,0.0.0.0/0,any,external,external,inbound,22:00-06:00,,43,high,public,low,iptables -A INPUT -p tcp -s 0.0.0.0/0 --dport 22 -j DROP,m1
M1_035,Allow log shipping on port 514 UDP during off-peak hours between 23:00 and 05:00,allow,udp,514,192.168.0.0/16,10.0.0.5,internal,internal,outbound,23:00-05:00,,44,low,internal,low,iptables -A OUTPUT -p udp -s 192.168.0.0/16 -d 10.0.0.5 --dport 514 -j ACCEPT,m1
M1_036,Block all patch update downloads on weekends from 00:00 to 23:59,deny,tcp,80,any,0.0.0.0/0,external,external,outbound,weekend,,45,medium,public,low,iptables -A OUTPUT -p tcp -d 0.0.0.0/0 --dport 80 -j DROP,m1
M1_037,Allow monitoring traffic on port 5666 during business hours 08:00 to 20:00,allow,tcp,5666,192.168.1.60,any,internal,external,inbound,08:00-20:00,,46,low,public,low,iptables -A INPUT -p tcp -s 192.168.1.60 --dport 5666 -j ACCEPT,m1
M1_038,Deny all user traffic to admin subnet after 19:00,deny,any,,192.168.10.0/24,192.168.1.0/24,internal,internal,inbound,19:00-23:59,,47,low,internal,low,iptables -A INPUT -s 192.168.10.0/24 -d 192.168.1.0/24 -j DROP,m1
M1_039,Allow vulnerability scanner access between 01:00 and 03:00 only,allow,tcp,any,192.168.1.120,any,internal,external,inbound,01:00-03:00,,48,low,public,low,iptables -A INPUT -p tcp -s 192.168.1.120 -j ACCEPT,m1
M1_040,Block traffic to production servers during deployment window 14:00 to 15:00,deny,tcp,any,any,192.168.1.10,external,internal,inbound,14:00-15:00,,49,low,public,low,iptables -A INPUT -p tcp -d 192.168.1.10 -j DROP,m1
M1_041,Allow all traffic from IP 10.0.0.1 except on port 22,allow,any,any,10.0.0.1,any,internal,external,inbound,,port 22,50,low,public,low,iptables -A INPUT -s 10.0.0.1 -j ACCEPT,m1
M1_042,Deny all outbound traffic except HTTP and HTTPS on ports 80 and 443,deny,tcp,any,any,any,external,external,outbound,,"port 80, port 443",51,low,public,low,iptables -A OUTPUT -p tcp -j DROP,m1
M1_043,Allow internal traffic from 192.168.0.0/16 except to DMZ subnet 192.168.99.0/24,allow,any,any,192.168.0.0/16,any,internal,external,inbound,,dest 192.168.99.0/24,52,low,public,low,iptables -A INPUT -s 192.168.0.0/16 -j ACCEPT,m1
M1_044,Block all ICMP except ping from monitoring server 192.168.1.60,deny,icmp,,any,any,external,external,inbound,,source 192.168.1.60,53,low,public,low,iptables -A INPUT -p icmp -j DROP,m1
M1_045,Allow HTTP but deny access to admin path on port 80 from external,allow,tcp,80,0.0.0.0/0,192.168.1.10,external,internal,inbound,,path /admin,54,medium,public,medium,iptables -A INPUT -p tcp -s 0.0.0.0/0 -d 192.168.1.10 --dport 80 -j ACCEPT,m1
M1_046,Deny all traffic from subnet 10.10.0.0/16 except DNS on port 53,deny,any,any,10.10.0.0/16,any,internal,external,inbound,,port 53,55,low,public,low,iptables -A INPUT -s 10.10.0.0/16 -j DROP,m1
M1_047,Allow all management traffic except from unauthenticated users,allow,tcp,8443,10.0.0.0/8,192.168.1.1,internal,internal,inbound,,unauthenticated,56,medium,restricted,low,iptables -A INPUT -p tcp -s 10.0.0.0/8 -d 192.168.1.1 --dport 8443 -j ACCEPT,m1
M1_048,Block all downloads on port 21 except for user group ftpadmins,deny,tcp,21,any,192.168.1.130,external,internal,inbound,,group ftpadmins,57,low,public,low,iptables -A INPUT -p tcp -d 192.168.1.130 --dport 21 -j DROP,m1
M1_049,Allow traffic on all ports except 23 telnet and 6667 IRC from trusted networks,allow,tcp,any,10.0.0.0/8,any,internal,external,inbound,,"port 23, port 6667",58,low,public,low,iptables -A INPUT -p tcp -s 10.0.0.0/8 -j ACCEPT,m1
M1_050,Deny all SMB traffic except from domain controllers 192.168.1.50 and 192.168.1.51,deny,tcp,445,any,any,external,external,inbound,,"source 192.168.1.50, source 192.168.1.51",59,high,public,low,iptables -A INPUT -p tcp --dport 445 -j DROP,m1
M1_051,Allow UDP traffic on port 5353 for mDNS within local subnet,allow,udp,5353,192.168.0.0/24,224.0.0.251,internal,dmz,inbound,,,60,low,internal,low,iptables -A INPUT -p udp -s 192.168.0.0/24 -d 224.0.0.251 --dport 5353 -j ACCEPT,m1
M1_052,Block all incoming connections on ports 137 to 139 NetBIOS,deny,tcp,137-139,0.0.0.0/0,any,external,external,inbound,,,61,low,public,low,iptables -A INPUT -p tcp -s 0.0.0.0/0 --dport 137-139 -j DROP,m1
M1_053,Allow Kafka messaging on port 9092 from microservice subnet,allow,tcp,9092,192.168.5.0/24,192.168.1.140,internal,internal,inbound,,,62,medium,internal,low,iptables -A INPUT -p tcp -s 192.168.5.0/24 -d 192.168.1.140 --dport 9092 -j ACCEPT,m1
M1_054,Deny all traffic to honeypot server 192.168.99.100 and log,deny,any,,any,192.168.99.100,external,internal,inbound,,,63,low,public,low,iptables -A INPUT -d 192.168.99.100 -j DROP,m1
M1_055,Allow gRPC traffic on port 50051 from service mesh only,allow,tcp,50051,192.168.6.0/24,any,internal,external,inbound,,,64,medium,public,low,iptables -A INPUT -p tcp -s 192.168.6.0/24 --dport 50051 -j ACCEPT,m1
M1_056,Block all traffic from TOR exit node IP 185.220.101.0/24,deny,any,,185.220.101.0/24,any,external,external,inbound,,,65,low,public,low,iptables -A INPUT -s 185.220.101.0/24 -j DROP,m1
M1_057,Allow Prometheus metrics scraping on port 9090 from monitoring subnet,allow,tcp,9090,192.168.7.0/24,any,internal,external,inbound,,,66,low,public,low,iptables -A INPUT -p tcp -s 192.168.7.0/24 --dport 9090 -j ACCEPT,m1
M1_058,Deny all connections to port 8888 Jupyter notebook from public internet,deny,tcp,8888,0.0.0.0/0,any,external,external,inbound,,,67,low,public,low,iptables -A INPUT -p tcp -s 0.0.0.0/0 --dport 8888 -j DROP,m1
M1_059,Allow Jenkins CI traffic on port 8080 from developer subnet only,allow,tcp,8080,192.168.8.0/24,192.168.1.150,internal,internal,inbound,,,68,medium,internal,low,iptables -A INPUT -p tcp -s 192.168.8.0/24 -d 192.168.1.150 --dport 8080 -j ACCEPT,m1
M1_060,Block all traffic from known malware C2 server 45.33.32.156,deny,any,,45.33.32.156,any,external,external,inbound,,,69,low,public,low,iptables -A INPUT -s 45.33.32.156 -j DROP,m1
M1_061,Allow Kubernetes API on port 6443 from control plane only,allow,tcp,6443,192.168.9.0/24,192.168.1.160,internal,internal,inbound,,,70,high,internal,medium,iptables -A INPUT -p tcp -s 192.168.9.0/24 -d 192.168.1.160 --dport 6443 -j ACCEPT,m1
M1_062,Deny all traffic to port 2375 Docker API from any network,deny,tcp,2375,any,any,external,external,inbound,,,71,high,public,low,iptables -A INPUT -p tcp --dport 2375 -j DROP,m1
M1_063,Allow HTTPS to CDN endpoint 104.16.0.0/12 from clients,allow,tcp,443,192.168.0.0/16,104.16.0.0/12,internal,dmz,outbound,,,72,medium,internal,low,iptables -A OUTPUT -p tcp -s 192.168.0.0/16 -d 104.16.0.0/12 --dport 443 -j ACCEPT,m1
M1_064,Block all outbound traffic on port 25 SMTP except from mail relay,deny,tcp,25,any,any,external,external,outbound,,source 192.168.1.20,73,medium,public,low,iptables -A OUTPUT -p tcp --dport 25 -j DROP,m1
M1_065,Allow TFTP on port 69 UDP from network boot servers only,allow,udp,69,192.168.1.170,any,internal,external,inbound,,,74,low,public,low,iptables -A INPUT -p udp -s 192.168.1.170 --dport 69 -j ACCEPT,m1
M1_066,Deny all traffic from guest VLAN to management VLAN,deny,any,,192.168.20.0/24,192.168.1.0/24,internal,internal,inbound,,,75,low,internal,low,iptables -A INPUT -s 192.168.20.0/24 -d 192.168.1.0/24 -j DROP,m1
M1_067,Allow RADIUS authentication on port 1812 from NAS devices,allow,udp,1812,192.168.11.0/24,192.168.1.180,internal,internal,inbound,,,76,low,internal,low,iptables -A INPUT -p udp -s 192.168.11.0/24 -d 192.168.1.180 --dport 1812 -j ACCEPT,m1
M1_068,Block outbound DNS over port 853 TLS except to trusted resolvers,deny,tcp,853,any,any,external,external,outbound,,"dest 1.1.1.1, dest 8.8.8.8",77,low,public,low,iptables -A OUTPUT -p tcp --dport 853 -j DROP,m1
M1_069,Allow OSPF routing protocol traffic between routers 10.0.0.1 and 10.0.0.2,allow,ospf,,10.0.0.1,10.0.0.2,internal,internal,inbound,,,78,low,restricted,low,iptables -A INPUT -p ospf -s 10.0.0.1 -d 10.0.0.2 -j ACCEPT,m1
M1_070,Deny all multicast traffic from 224.0.0.0/4 on external interface,deny,any,,224.0.0.0/4,any,external,external,inbound,,,79,low,public,low,iptables -A INPUT -s 224.0.0.0/4 -j DROP,m1
M1_071,Allow Grafana dashboard on port 3000 from internal users only,allow,tcp,3000,192.168.0.0/16,192.168.1.190,internal,internal,inbound,,,80,medium,internal,low,iptables -A INPUT -p tcp -s 192.168.0.0/16 -d 192.168.1.190 --dport 3000 -j ACCEPT,m1
M1_072,Deny all traffic from IP range 91.108.0.0/16,deny,any,,91.108.0.0/16,any,external,external,inbound,,,81,low,public,low,iptables -A INPUT -s 91.108.0.0/16 -j DROP,m1
M1_073,Allow HTTPS API calls on port 443 from partner network 172.31.0.0/16,allow,tcp,443,172.31.0.0/16,192.168.1.200,internal,internal,inbound,,,82,medium,internal,low,iptables -A INPUT -p tcp -s 172.31.0.0/16 -d 192.168.1.200 --dport 443 -j ACCEPT,m1
M1_074,Block all traffic to port 27017 MongoDB from outside application tier,deny,tcp,27017,0.0.0.0/0,any,external,external,inbound,,source 192.168.1.30,83,high,public,low,iptables -A INPUT -p tcp -s 0.0.0.0/0 --dport 27017 -j DROP,m1
M1_075,Allow HTTPS traffic on port 8443 from load balancer to backend,allow,tcp,8443,192.168.1.210,192.168.1.220,internal,internal,inbound,,,84,medium,internal,low,iptables -A INPUT -p tcp -s 192.168.1.210 -d 192.168.1.220 --dport 8443 -j ACCEPT,m1
